b'id',b'lat',b'lon',b'ele',b'user',b'uid',b'version',b'changeset',b'timestamp' 
b'4643376671',b'41.4339039',b'-81.3896601',,b'Laserbeard',b'5224103',b'2',b'45786143',b'2017-02-03T18:13:54Z'
b'4643398459',b'41.008218',b'-81.6626618',,b'Bored',b'85673',b'1',b'45638412',b'2017-01-30T03:33:03Z'
b'4643462364',b'41.4366521',b'-81.3917461',,b'Laserbeard',b'5224103',b'1',b'45639386',b'2017-01-30T04:32:26Z'
b'4643504847',b'41.4241889',b'-81.3588353',,b'Laserbeard',b'5224103',b'1',b'45639751',b'2017-01-30T04:58:08Z'
b'4644032903',b'40.8740651',b'-81.4069576',,b'mlwillard',b'5205129',b'1',b'45648351',b'2017-01-30T11:31:14Z'
b'4644088373',b'40.8224233',b'-81.2404624',,b'mlwillard',b'5205129',b'1',b'45649212',b'2017-01-30T12:01:40Z'
b'4644549590',b'40.791336',b'-81.4729168',,b'The Goat Jr',b'5007261',b'1',b'45656867',b'2017-01-30T16:27:30Z'
b'4646217135',b'40.929808',b'-81.4776244',,b'Bored',b'85673',b'1',b'45669458',b'2017-01-31T00:16:32Z'
b'4646609597',b'40.8341714',b'-81.3193707',,b'mlwillard',b'5205129',b'1',b'45675033',b'2017-01-31T06:30:06Z'
b'4646984493',b'40.8837825',b'-81.3982944',,b'mlwillard',b'5205129',b'1',b'45679360',b'2017-01-31T09:25:50Z'
b'4647060243',b'40.8849874',b'-81.3947965',,b'mlwillard',b'5205129',b'1',b'45679760',b'2017-01-31T09:40:14Z'
b'4647305203',b'40.9681067',b'-81.5483347',,b'mlwillard',b'5205129',b'1',b'45681085',b'2017-01-31T10:26:37Z'
b'4647305403',b'40.9686271',b'-81.5496582',,b'mlwillard',b'5205129',b'1',b'45681085',b'2017-01-31T10:26:38Z'
b'4647446342',b'40.816014',b'-80.839579',,b'Spanholz',b'2209894',b'1',b'45681607',b'2017-01-31T10:49:08Z'
b'4647500430',b'40.769666',b'-80.934585',,b'Spanholz',b'2209894',b'1',b'45681849',b'2017-01-31T10:59:20Z'
b'4647544091',b'40.9775562',b'-81.5054651',,b'mlwillard',b'5205129',b'1',b'45681993',b'2017-01-31T11:06:32Z'
b'4647953392',b'40.876802',b'-80.91457',,b'Spanholz',b'2209894',b'1',b'45683844',b'2017-01-31T12:30:17Z'
b'4648280453',b'40.7597481',b'-80.9995034',,b'Spanholz',b'2209894',b'1',b'45685413',b'2017-01-31T13:32:52Z'
b'4648768969',b'40.8273346',b'-81.2550456',,b'mlwillard',b'5205129',b'1',b'45690346',b'2017-01-31T16:38:30Z'
b'4648777986',b'40.8255492',b'-81.2549027',,b'mlwillard',b'5205129',b'1',b'45690235',b'2017-01-31T16:34:38Z'
b'4648959820',b'41.4779319',b'-81.518681',,b'Walleye2013',b'3208194',b'1',b'45691593',b'2017-01-31T17:26:46Z'
b'4649001044',b'41.3800799',b'-81.9833263',,b'Walleye2013',b'3208194',b'1',b'45691764',b'2017-01-31T17:33:27Z'
b'4650837098',b'40.8804123',b'-81.2500455',,b'mlwillard',b'5205129',b'1',b'45707595',b'2017-02-01T06:27:53Z'
b'4650937892',b'40.9740472',b'-81.1890474',,b'mlwillard',b'5205129',b'1',b'45709568',b'2017-02-01T08:06:24Z'
b'4651457463',b'40.8095166',b'-81.3926864',,b'mlwillard',b'5205129',b'1',b'45711928',b'2017-02-01T09:52:51Z'
b'4652670613',b'40.894838',b'-80.810748',,b'Spanholz',b'2209894',b'1',b'45716182',b'2017-02-01T13:08:44Z'
b'4652673528',b'40.859683',b'-80.798709',,b'Spanholz',b'2209894',b'1',b'45716285',b'2017-02-01T13:12:45Z'
b'4653663241',b'41.3902106',b'-81.7191839',,b'Johnny Mapperseed',b'1723055',b'1',b'45724429',b'2017-02-01T19:01:28Z'
b'4653727632',b'40.9993918',b'-81.9871954',,b'Walleye2013',b'3208194',b'1',b'45724776',b'2017-02-01T19:16:02Z'
b'4653761736',b'41.0019434',b'-81.9856734',,b'Walleye2013',b'3208194',b'1',b'45724857',b'2017-02-01T19:19:38Z'
b'4653777978',b'40.9994136',b'-81.989154',,b'Walleye2013',b'3208194',b'1',b'45725015',b'2017-02-01T19:24:49Z'
b'4653780378',b'40.9994064',b'-81.9856003',,b'Walleye2013',b'3208194',b'1',b'45725015',b'2017-02-01T19:24:50Z'
b'4653808545',b'41.0202929',b'-81.9953124',,b'Walleye2013',b'3208194',b'1',b'45725251',b'2017-02-01T19:33:53Z'
b'4654222093',b'40.9908755',b'-81.9948746',,b'Bored',b'85673',b'1',b'45727550',b'2017-02-01T21:05:35Z'
b'4654823024',b'41.2293801',b'-81.4665066',,b'Bored',b'85673',b'1',b'45732040',b'2017-02-02T01:26:57Z'
b'4655140150',b'40.7850674',b'-81.4120268',,b'mlwillard',b'5205129',b'1',b'45736555',b'2017-02-02T06:03:50Z'
b'4655339626',b'41.1331977',b'-81.5336474',,b'mlwillard',b'5205129',b'1',b'45739710',b'2017-02-02T08:41:54Z'
b'4655453636',b'41.12044',b'-81.4938136',,b'mlwillard',b'5205129',b'1',b'45740570',b'2017-02-02T09:16:24Z'
b'4655455336',b'41.1237947',b'-81.5004125',,b'mlwillard',b'5205129',b'1',b'45740570',b'2017-02-02T09:16:25Z'
b'4655455536',b'41.1244563',b'-81.502629',,b'mlwillard',b'5205129',b'1',b'45740570',b'2017-02-02T09:16:26Z'
b'4655455736',b'41.1239328',b'-81.4990856',,b'mlwillard',b'5205129',b'1',b'45740570',b'2017-02-02T09:16:27Z'
b'4655756867',b'40.8345622',b'-81.3116007',,b'mlwillard',b'5205129',b'1',b'45742483',b'2017-02-02T10:26:17Z'
b'4655969174',b'40.7575366',b'-81.3375077',,b'mlwillard',b'5205129',b'1',b'45743972',b'2017-02-02T11:17:56Z'
b'4655969774',b'40.7599042',b'-81.338705',,b'mlwillard',b'5205129',b'1',b'45743972',b'2017-02-02T11:17:57Z'
b'4656460675',b'41.4713131',b'-81.4979501',,b'Walleye2013',b'3208194',b'1',b'45747175',b'2017-02-02T13:16:50Z'
b'4658256858',b'41.4126395',b'-81.8291782',,b'Walleye2013',b'3208194',b'1',b'45764744',b'2017-02-03T02:00:07Z'
b'4658580919',b'41.0363056',b'-81.4606803',,b'mlwillard',b'5205129',b'1',b'45768435',b'2017-02-03T05:57:48Z'
b'4658612106',b'41.0876848',b'-81.577636',,b'mlwillard',b'5205129',b'1',b'45768851',b'2017-02-03T06:20:19Z'
b'4658623712',b'41.0530079',b'-81.4856758',,b'mlwillard',b'5205129',b'1',b'45770822',b'2017-02-03T08:05:14Z'
b'4658725827',b'41.0858924',b'-81.5873206',,b'mlwillard',b'5205129',b'1',b'45770702',b'2017-02-03T08:00:02Z'
b'4658780646',b'41.0713198',b'-81.5452754',,b'mlwillard',b'5205129',b'1',b'45771792',b'2017-02-03T08:49:20Z'
b'4658780747',b'41.0704289',b'-81.5459685',,b'mlwillard',b'5205129',b'1',b'45771792',b'2017-02-03T08:49:21Z'
b'4659144027',b'40.9193834',b'-81.0831142',,b'jaimemd',b'404532',b'1',b'45774319',b'2017-02-03T10:32:24Z'
b'4659435364',b'41.0942004',b'-81.629229',,b'mlwillard',b'5205129',b'1',b'45776677',b'2017-02-03T12:15:09Z'
b'4659436864',b'41.0943832',b'-81.6297653',,b'mlwillard',b'5205129',b'1',b'45776677',b'2017-02-03T12:15:10Z'
b'4659631130',b'41.4108886',b'-81.82998',,b'Walleye2013',b'3208194',b'1',b'45778705',b'2017-02-03T13:40:52Z'
b'4659631230',b'41.4113388',b'-81.8282775',,b'Walleye2013',b'3208194',b'1',b'45778705',b'2017-02-03T13:40:54Z'
b'4659631330',b'41.4109028',b'-81.8298825',,b'Walleye2013',b'3208194',b'1',b'45778705',b'2017-02-03T13:40:55Z'
b'4659631430',b'41.4131539',b'-81.8267214',,b'Walleye2013',b'3208194',b'1',b'45778705',b'2017-02-03T13:40:56Z'
b'4660344693',b'41.4137099',b'-81.8281527',,b'Walleye2013',b'3208194',b'1',b'45784766',b'2017-02-03T17:21:46Z'
b'4660403980',b'41.4336585',b'-81.3901178',,b'Laserbeard',b'5224103',b'1',b'45785164',b'2017-02-03T17:38:29Z'
b'4660514876',b'41.0067206',b'-82.3054809',,b'Nate_Wessel',b'1108251',b'1',b'45786266',b'2017-02-03T18:18:24Z'
b'4660568310',b'41.0182763',b'-82.3376632',,b'Nate_Wessel',b'1108251',b'1',b'45786819',b'2017-02-03T18:36:16Z'
b'4660619109',b'40.9937135',b'-82.3144058',,b'Nate_Wessel',b'1108251',b'1',b'45787132',b'2017-02-03T18:47:36Z'
b'4661378497',b'40.8276755',b'-81.2500111',,b'mlwillard',b'5205129',b'1',b'45793770',b'2017-02-03T23:53:17Z'
b'4661411034',b'40.8405559',b'-81.254172',,b'mlwillard',b'5205129',b'1',b'45794046',b'2017-02-04T00:19:55Z'
b'4663296508',b'41.0428332',b'-81.5161663',,b'mlwillard',b'5205129',b'1',b'45805997',b'2017-02-04T13:56:40Z'
b'4663296608',b'41.0420766',b'-81.5173569',,b'mlwillard',b'5205129',b'1',b'45805997',b'2017-02-04T13:56:41Z'
b'4663296708',b'41.0432356',b'-81.5176355',,b'mlwillard',b'5205129',b'1',b'45805997',b'2017-02-04T13:56:42Z'
b'4663309189',b'41.1096338',b'-81.4988388',,b'mlwillard',b'5205129',b'1',b'45806204',b'2017-02-04T14:05:23Z'
b'4663337692',b'41.1045441',b'-81.529585',,b'mlwillard',b'5205129',b'1',b'45806788',b'2017-02-04T14:29:07Z'
b'4663367953',b'41.10956',b'-81.5658307',,b'mlwillard',b'5205129',b'1',b'45807257',b'2017-02-04T14:51:03Z'
b'4663368053',b'41.1097836',b'-81.5656799',,b'mlwillard',b'5205129',b'1',b'45807257',b'2017-02-04T14:51:04Z'
b'4663405251',b'41.0482026',b'-81.5679508',,b'mlwillard',b'5205129',b'1',b'45807769',b'2017-02-04T15:14:33Z'
b'4663616928',b'41.0629015',b'-81.47965',,b'mlwillard',b'5205129',b'1',b'45809948',b'2017-02-04T16:46:22Z'
b'4664466247',b'41.5884057',b'-81.437718',,b'oobleck',b'582032',b'1',b'45817022',b'2017-02-04T22:37:21Z'
b'4664559773',b'41.0484853',b'-81.5678404',,b'mlwillard',b'5205129',b'1',b'45818409',b'2017-02-05T00:17:40Z'
b'4664582960',b'41.0593781',b'-81.4333249',,b'mlwillard',b'5205129',b'1',b'45818762',b'2017-02-05T00:58:05Z'
b'4664636059',b'41.0960941',b'-81.6298599',,b'mlwillard',b'5205129',b'1',b'45818996',b'2017-02-05T01:31:28Z'
b'4664636259',b'41.0960518',b'-81.6328951',,b'mlwillard',b'5205129',b'1',b'45818996',b'2017-02-05T01:31:29Z'
b'4664636359',b'41.0939027',b'-81.6297079',,b'mlwillard',b'5205129',b'1',b'45818996',b'2017-02-05T01:31:30Z'
b'4664636459',b'41.0952105',b'-81.6330918',,b'mlwillard',b'5205129',b'1',b'45818996',b'2017-02-05T01:31:31Z'
b'4664646712',b'41.0511643',b'-81.4458078',,b'mlwillard',b'5205129',b'1',b'45819174',b'2017-02-05T01:54:06Z'
b'4664702085',b'41.0712179',b'-81.5453031',,b'mlwillard',b'5205129',b'1',b'45820177',b'2017-02-05T03:39:30Z'
b'4664912600',b'40.860941',b'-81.4993807',,b'mlwillard',b'5205129',b'1',b'45822997',b'2017-02-05T08:16:22Z'
b'4664920920',b'40.829141',b'-81.4903603',,b'mlwillard',b'5205129',b'1',b'45823174',b'2017-02-05T08:28:35Z'
b'4666298653',b'41.3571603',b'-81.2964385',,b'oobleck',b'582032',b'1',b'45841699',b'2017-02-05T22:39:53Z'
b'4666302148',b'41.2733434',b'-81.0990715',,b'Mister Map',b'5262363',b'1',b'45841695',b'2017-02-05T22:39:43Z'
b'4666302539',b'41.3584513',b'-81.2961783',,b'oobleck',b'582032',b'1',b'45841699',b'2017-02-05T22:39:54Z'
b'4666407168',b'41.0785811',b'-81.4456482',,b'alzyee',b'1219882',b'1',b'45842723',b'2017-02-06T00:01:00Z'
b'4666407468',b'41.0838318',b'-81.4471163',,b'alzyee',b'1219882',b'1',b'45842723',b'2017-02-06T00:01:03Z'
b'4666639755',b'40.9173519',b'-81.0948813',,b'mlwillard',b'5205129',b'1',b'45846460',b'2017-02-06T06:00:32Z'
b'4666648925',b'40.931558',b'-81.1027998',,b'mlwillard',b'5205129',b'1',b'45846567',b'2017-02-06T06:08:00Z'
b'4666934720',b'40.9261217',b'-81.0878923',,b'mlwillard',b'5205129',b'1',b'45850194',b'2017-02-06T09:23:07Z'
b'4667006137',b'40.9355597',b'-81.1024423',,b'mlwillard',b'5205129',b'1',b'45850621',b'2017-02-06T09:38:19Z'
b'4667006337',b'40.9261875',b'-81.0740546',,b'mlwillard',b'5205129',b'1',b'45850621',b'2017-02-06T09:38:20Z'
b'4667006437',b'40.9185599',b'-81.0626147',,b'mlwillard',b'5205129',b'1',b'45850621',b'2017-02-06T09:38:21Z'
b'4667287679',b'40.9110014',b'-81.0602334',,b'mlwillard',b'5205129',b'1',b'45852095',b'2017-02-06T10:36:32Z'
b'4667294979',b'40.9062762',b'-81.0521168',,b'mlwillard',b'5205129',b'1',b'45852095',b'2017-02-06T10:36:34Z'
b'4667295179',b'40.8954186',b'-81.0451771',,b'mlwillard',b'5205129',b'1',b'45852095',b'2017-02-06T10:36:35Z'
b'4668364947',b'40.9803949',b'-82.4276976',,b'Johnny Mapperseed',b'1723055',b'1',b'45858000',b'2017-02-06T14:54:00Z'
b'4668374603',b'41.0737414',b'-82.3954552',,b'Johnny Mapperseed',b'1723055',b'1',b'45858184',b'2017-02-06T15:02:23Z'
b'4668389154',b'41.4248282',b'-82.3668469',,b'Johnny Mapperseed',b'1723055',b'1',b'45858367',b'2017-02-06T15:11:02Z'
b'4669956692',b'40.8658829',b'-82.0613968',,b'Bored',b'85673',b'1',b'45867984',b'2017-02-06T21:43:48Z'
b'4670088210',b'40.8187435',b'-82.0024651',,b'Bored',b'85673',b'1',b'45868834',b'2017-02-06T22:21:06Z'
b'4670268328',b'41.3132202',b'-81.2898082',,b'Mister Map',b'5262363',b'1',b'45871264',b'2017-02-07T01:15:56Z'
b'4670268428',b'41.2800722',b'-81.1003317',,b'Mister Map',b'5262363',b'1',b'45871264',b'2017-02-07T01:15:58Z'
b'4670942075',b'40.9285086',b'-81.4089959',,b'mlwillard',b'5205129',b'1',b'45880147',b'2017-02-07T09:50:31Z'
b'4671012583',b'40.9665028',b'-81.4113808',,b'mlwillard',b'5205129',b'1',b'45880555',b'2017-02-07T10:05:17Z'
b'4671223726',b'40.9664398',b'-81.4191781',,b'mlwillard',b'5205129',b'1',b'45881262',b'2017-02-07T10:33:56Z'
b'4671812428',b'40.7957792',b'-81.374928',,b'GoWestTravel',b'3478684',b'1',b'45884255',b'2017-02-07T12:37:26Z'
b'4671812628',b'40.7975156',b'-81.3753361',,b'GoWestTravel',b'3478684',b'1',b'45884255',b'2017-02-07T12:37:27Z'
b'4672170746',b'40.8550444',b'-81.4281704',,b'GoWestTravel',b'3478684',b'1',b'45888647',b'2017-02-07T15:28:42Z'
b'4672171346',b'40.8579775',b'-81.4336075',,b'GoWestTravel',b'3478684',b'1',b'45888647',b'2017-02-07T15:28:43Z'
b'4672353125',b'41.4646151',b'-81.5198868',,b'Walleye2013',b'3208194',b'1',b'45891687',b'2017-02-07T17:31:49Z'
b'4673724581',b'40.8259014',b'-82.0251941',,b'Bored',b'85673',b'1',b'45901758',b'2017-02-08T00:24:43Z'
b'4674201000',b'41.1845093',b'-82.2721645',,b'Johnny Mapperseed',b'1723055',b'1',b'45908188',b'2017-02-08T07:57:28Z'
b'4674235244',b'40.9655613',b'-82.3646747',,b'Johnny Mapperseed',b'1723055',b'1',b'45908801',b'2017-02-08T08:19:47Z'
b'4674976516',b'41.4222993',b'-81.5197639',,b'Walleye2013',b'3208194',b'1',b'45921910',b'2017-02-08T16:11:15Z'
b'4674981868',b'41.4109922',b'-81.4887673',,b'Walleye2013',b'3208194',b'1',b'45922128',b'2017-02-08T16:16:19Z'
b'4675145232',b'41.1580708',b'-80.8739309',,b'Nate_Wessel',b'1108251',b'1',b'45924871',b'2017-02-08T17:35:35Z'
b'4675163009',b'41.157676',b'-80.875481',,b'Nate_Wessel',b'1108251',b'1',b'45925029',b'2017-02-08T17:42:53Z'
b'4675181187',b'41.1564914',b'-80.8680243',,b'Nate_Wessel',b'1108251',b'1',b'45925245',b'2017-02-08T17:51:42Z'
b'4675188124',b'41.1572628',b'-80.8707681',,b'Nate_Wessel',b'1108251',b'1',b'45925358',b'2017-02-08T17:56:20Z'
b'4675202004',b'41.4163435',b'-81.493596',,b'Walleye2013',b'3208194',b'1',b'45925439',b'2017-02-08T18:00:27Z'
b'4675202104',b'41.4193748',b'-81.4889253',,b'Walleye2013',b'3208194',b'1',b'45925439',b'2017-02-08T18:00:28Z'
b'4675486784',b'41.156935',b'-80.8744633',,b'Nate_Wessel',b'1108251',b'1',b'45929845',b'2017-02-08T21:05:42Z'
b'4675494551',b'41.1554004',b'-80.8851322',,b'Nate_Wessel',b'1108251',b'1',b'45929950',b'2017-02-08T21:10:20Z'
b'4677122632',b'41.4072434',b'-81.6953243',,b'Bored',b'85673',b'1',b'45956048',b'2017-02-09T19:57:07Z'
b'4678909215',b'40.9686541',b'-81.7058743',,b'Nate_Wessel',b'1108251',b'1',b'45980794',b'2017-02-10T18:32:29Z'
b'4678928028',b'40.9596484',b'-81.6942855',,b'Nate_Wessel',b'1108251',b'1',b'45981111',b'2017-02-10T18:45:25Z'
b'4679025138',b'41.2666763',b'-80.8409517',,b'Corgi',b'5184206',b'1',b'45982678',b'2017-02-10T19:53:27Z'
b'4680013327',b'41.1574318',b'-81.8526161',,b'Athena Pendragon',b'5300095',b'1',b'45996744',b'2017-02-11T12:36:57Z'
b'4680417388',b'40.838315',b'-81.9061469',,b'Uli Maier',b'729531',b'1',b'46002214',b'2017-02-11T16:48:12Z'
b'4680417588',b'40.8395507',b'-81.906016',,b'Uli Maier',b'729531',b'1',b'46002214',b'2017-02-11T16:48:14Z'
b'4680544543',b'41.154227',b'-81.8504915',,b'user_5359',b'5359',b'1',b'46004029',b'2017-02-11T18:09:57Z'
b'4680798753',b'41.3837868',b'-81.7743339',,b'Bored',b'85673',b'1',b'46007229',b'2017-02-11T21:13:41Z'
b'4680891992',b'41.0801718',b'-81.5292534',,b'Bored',b'85673',b'1',b'46008345',b'2017-02-11T22:22:28Z'
b'4681588977',b'40.836103',b'-81.9080109',,b'Uli Maier',b'729531',b'1',b'46018001',b'2017-02-12T12:21:15Z'
b'4681606480',b'40.8292743',b'-81.9101326',,b'Uli Maier',b'729531',b'1',b'46018427',b'2017-02-12T12:37:19Z'
b'4682589923',b'41.4632082',b'-81.6895461',,b'bazbazbaz',b'3351895',b'1',b'46033272',b'2017-02-13T00:11:01Z'
b'4682603969',b'41.4598664',b'-81.6906085',,b'bazbazbaz',b'3351895',b'1',b'46033390',b'2017-02-13T00:24:47Z'
b'4685318286',b'41.4709312',b'-81.5015591',,b'Walleye2013',b'3208194',b'1',b'46080206',b'2017-02-14T14:15:58Z'
b'4685605417',b'41.491497',b'-81.6206944',,b'wlgann',b'2851892',b'1',b'46085546',b'2017-02-14T17:43:05Z'
b'4685905478',b'41.4923038',b'-81.6226305',,b'wlgann',b'2851892',b'1',b'46091414',b'2017-02-14T21:59:12Z'
b'4687371673',b'41.3791198',b'-81.4526274',,b'Walleye2013',b'3208194',b'1',b'46115098',b'2017-02-15T18:37:13Z'
b'4687371773',b'41.3866488',b'-81.4524461',,b'Walleye2013',b'3208194',b'1',b'46115098',b'2017-02-15T18:37:14Z'
b'4687371873',b'41.3832411',b'-81.4650333',,b'Walleye2013',b'3208194',b'1',b'46115098',b'2017-02-15T18:37:15Z'
b'4687798202',b'41.4581385',b'-81.2242248',,b'oobleck',b'582032',b'1',b'46121738',b'2017-02-15T23:14:41Z'
b'4687798302',b'41.4574866',b'-81.2213756',,b'oobleck',b'582032',b'1',b'46121738',b'2017-02-15T23:14:42Z'
b'4687798402',b'41.462852',b'-81.2068149',,b'oobleck',b'582032',b'1',b'46121738',b'2017-02-15T23:14:43Z'
b'4687798502',b'41.4597819',b'-81.203775',,b'oobleck',b'582032',b'1',b'46121738',b'2017-02-15T23:14:44Z'
b'4687798602',b'41.4539302',b'-81.2084478',,b'oobleck',b'582032',b'1',b'46121738',b'2017-02-15T23:14:46Z'
b'4688757903',b'41.4943938',b'-81.6818395',,b'Walleye2013',b'3208194',b'1',b'46136520',b'2017-02-16T13:03:17Z'
b'4689436943',b'41.4876085',b'-81.6222333',,b'wlgann',b'2851892',b'1',b'46147293',b'2017-02-16T20:30:11Z'
b'4689590065',b'41.1590749',b'-81.6325207',,b'Bored',b'85673',b'1',b'46150147',b'2017-02-16T22:29:49Z'
b'4689615347',b'41.1605692',b'-81.6524925',,b'Bored',b'85673',b'1',b'46150503',b'2017-02-16T22:50:55Z'
b'4689615447',b'41.1496295',b'-81.6622369',,b'Bored',b'85673',b'1',b'46150503',b'2017-02-16T22:50:57Z'
b'4689615547',b'41.1412028',b'-81.6693153',,b'Bored',b'85673',b'1',b'46150503',b'2017-02-16T22:50:58Z'
b'4689615647',b'41.1496951',b'-81.6653215',,b'Bored',b'85673',b'1',b'46150503',b'2017-02-16T22:50:59Z'
b'4689739108',b'41.1435649',b'-81.6634927',,b'Bored',b'85673',b'1',b'46152655',b'2017-02-17T01:57:58Z'
b'4689739208',b'41.1472461',b'-81.6578091',,b'Bored',b'85673',b'1',b'46152655',b'2017-02-17T01:58:00Z'
b'4691430725',b'41.6511002',b'-81.406039',,b'oobleck',b'582032',b'1',b'46180482',b'2017-02-17T22:55:07Z'
b'4691430825',b'41.6636836',b'-81.4331694',,b'oobleck',b'582032',b'1',b'46180482',b'2017-02-17T22:55:08Z'
b'4692683555',b'41.4495754',b'-81.842844',,b'skorasaurus',b'205523',b'1',b'46201103',b'2017-02-18T20:13:57Z'
b'4693142098',b'41.4672512',b'-81.8540975',,b'maxerickson',b'360392',b'1',b'46207511',b'2017-02-19T06:08:46Z'
b'4693620346',b'41.1615409',b'-81.6516045',,b'Bored',b'85673',b'1',b'46217577',b'2017-02-19T14:46:04Z'
b'4693771704',b'41.0512137',b'-81.4410348',,b'nastypass',b'5346891',b'1',b'46220334',b'2017-02-19T16:30:32Z'
b'4694107518',b'41.5402835',b'-80.9342219',,b'Spanholz',b'2209894',b'1',b'46226057',b'2017-02-19T20:18:42Z'
b'4694107618',b'41.5286188',b'-80.9445567',,b'Spanholz',b'2209894',b'1',b'46226057',b'2017-02-19T20:18:43Z'
b'4694107718',b'41.5290629',b'-80.9662152',,b'Spanholz',b'2209894',b'1',b'46226057',b'2017-02-19T20:18:44Z'
b'4694107818',b'41.5052436',b'-80.9674141',,b'Spanholz',b'2209894',b'1',b'46226057',b'2017-02-19T20:18:45Z'
b'4694108018',b'41.4838508',b'-80.9725086',,b'Spanholz',b'2209894',b'1',b'46226057',b'2017-02-19T20:18:47Z'
b'4694428407',b'41.4560232',b'-81.152595',,b'alzyee',b'1219882',b'1',b'46229991',b'2017-02-20T00:43:19Z'
b'4694430008',b'41.4650078',b'-81.1450653',,b'alzyee',b'1219882',b'1',b'46229991',b'2017-02-20T00:43:20Z'
b'4696734658',b'41.1364503',b'-81.3608121',,b'Johnny Mapperseed',b'1723055',b'1',b'46264238',b'2017-02-21T06:18:54Z'
b'4696736023',b'41.1373671',b'-81.3601425',,b'Johnny Mapperseed',b'1723055',b'1',b'46264268',b'2017-02-21T06:21:21Z'
b'4696740306',b'41.1350761',b'-81.3585856',,b'Johnny Mapperseed',b'1723055',b'1',b'46264335',b'2017-02-21T06:25:38Z'
b'4696744509',b'41.1267905',b'-81.3582482',,b'Johnny Mapperseed',b'1723055',b'1',b'46264409',b'2017-02-21T06:29:58Z'
b'4696746119',b'41.1329837',b'-81.3600895',,b'Johnny Mapperseed',b'1723055',b'1',b'46264448',b'2017-02-21T06:32:27Z'
b'4696749900',b'41.1315578',b'-81.3615246',,b'Johnny Mapperseed',b'1723055',b'1',b'46264525',b'2017-02-21T06:36:57Z'
b'4696752474',b'41.1373815',b'-81.362301',,b'Johnny Mapperseed',b'1723055',b'1',b'46264616',b'2017-02-21T06:42:20Z'
b'4696755367',b'41.1376745',b'-81.361239',,b'Johnny Mapperseed',b'1723055',b'1',b'46264640',b'2017-02-21T06:43:51Z'
b'4696760804',b'41.1399156',b'-81.3560889',,b'Johnny Mapperseed',b'1723055',b'1',b'46264712',b'2017-02-21T06:48:17Z'
b'4696762344',b'41.1359117',b'-81.3489987',,b'Johnny Mapperseed',b'1723055',b'1',b'46264806',b'2017-02-21T06:54:44Z'
b'4696763181',b'41.137388',b'-81.3466068',,b'Johnny Mapperseed',b'1723055',b'1',b'46264777',b'2017-02-21T06:52:43Z'
b'4696765785',b'41.1355738',b'-81.3470564',,b'Johnny Mapperseed',b'1723055',b'1',b'46264857',b'2017-02-21T06:57:25Z'
b'4696770440',b'41.1363965',b'-81.3510292',,b'Johnny Mapperseed',b'1723055',b'1',b'46264900',b'2017-02-21T07:01:03Z'
b'4696774061',b'41.1406387',b'-81.3502344',,b'Johnny Mapperseed',b'1723055',b'1',b'46264965',b'2017-02-21T07:05:59Z'
b'4697396209',b'41.3027939',b'-81.3418866',,b'Walleye2013',b'3208194',b'1',b'46275851',b'2017-02-21T13:59:27Z'
b'4697396309',b'41.3022958',b'-81.344658',,b'Walleye2013',b'3208194',b'1',b'46275851',b'2017-02-21T13:59:28Z'
b'4697415971',b'41.3986461',b'-81.4062182',,b'Walleye2013',b'3208194',b'1',b'46276148',b'2017-02-21T14:10:40Z'
b'4697559646',b'41.1377633',b'-81.3519067',,b'Johnny Mapperseed',b'1723055',b'1',b'46279280',b'2017-02-21T16:07:15Z'
b'4697564696',b'41.139558',b'-81.3510703',,b'Johnny Mapperseed',b'1723055',b'1',b'46279393',b'2017-02-21T16:12:40Z'
b'4697565596',b'41.1400548',b'-81.3518632',,b'Johnny Mapperseed',b'1723055',b'1',b'46279393',b'2017-02-21T16:12:42Z'
b'4697565796',b'41.1397098',b'-81.3468407',,b'Johnny Mapperseed',b'1723055',b'1',b'46279393',b'2017-02-21T16:12:43Z'
b'4697575090',b'41.1409913',b'-81.351651',,b'Johnny Mapperseed',b'1723055',b'1',b'46279586',b'2017-02-21T16:20:59Z'
b'4697575190',b'41.1414039',b'-81.3537813',,b'Johnny Mapperseed',b'1723055',b'1',b'46279586',b'2017-02-21T16:21:00Z'
b'4697578819',b'41.1419835',b'-81.3545159',,b'Johnny Mapperseed',b'1723055',b'1',b'46279643',b'2017-02-21T16:24:03Z'
b'4697584406',b'41.1453765',b'-81.3579386',,b'Johnny Mapperseed',b'1723055',b'1',b'46279728',b'2017-02-21T16:27:49Z'
b'4697592238',b'41.1489556',b'-81.3567097',,b'Johnny Mapperseed',b'1723055',b'1',b'46279860',b'2017-02-21T16:33:51Z'
b'4697595258',b'41.1442737',b'-81.358521',,b'Johnny Mapperseed',b'1723055',b'1',b'46279919',b'2017-02-21T16:36:18Z'
b'4697604751',b'41.1445933',b'-81.3567928',,b'Johnny Mapperseed',b'1723055',b'1',b'46280064',b'2017-02-21T16:42:15Z'
b'4697612177',b'41.1453677',b'-81.3557917',,b'Johnny Mapperseed',b'1723055',b'1',b'46280148',b'2017-02-21T16:45:54Z'
b'4697612977',b'41.1460849',b'-81.356667',,b'Johnny Mapperseed',b'1723055',b'1',b'46280148',b'2017-02-21T16:45:55Z'
b'4697615478',b'41.1458278',b'-81.3549949',,b'Johnny Mapperseed',b'1723055',b'1',b'46280212',b'2017-02-21T16:48:08Z'
